mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
65	65	193	193	0.0	1/4	1/4	Dynamic	3/4	2	1	0					sf											
65	65	193	193	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1335										369		
65	65	773/4	773/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1336												
65	65	387/2	387/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1337										370		
65	65	775/4	775/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1338												
65	65	194	194	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1339										371		
65	65	777/4	777/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1340												
65	65	389/2	389/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1341										372		
65	65	779/4	779/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1342												
65	65	192	192	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	1343										373		
65	65	769/4	769/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	1344												
65	65	385/2	385/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	1345										374		
65	65	771/4	771/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1346												
65	65	193	193	0.0	1/4	1/4	Dynamic	3/4	3	1	0					sf											
65	65	193	193	1.5	1/4	1/4	Chord	3/4	3	1	3/8		1/4	3/2	1347												
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1348												
65	65	192	192	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1349												
65	65	193	193	0.0	1/4	1/4	Dynamic	3/4	4	1	0					sf											
65	65	193	193	1.5	1/4	1/4	Chord	3/4	4	1	3/8		1/4	3/2	1350												
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1351												
66	66	195	195	0.0	0	0	Dynamic	3/4	1	1	0					f											
66	66	195	195	0.0	0	0	Spanner	3/4	1	1	0																62
66	66	195	195	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1352										375		62
66	66	196	196	0.0	1/4	1/4	Spanner	3/4	1	1	0																
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1353												
66	66	197	197	0.0	1/2	1/2	Spanner	3/4	1	1	0																63
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1354										376		63
66	66	195	195	0.0	0	0	Dynamic	3/4	2	1	0					f											
66	66	195	195	0.0	0	0	Spanner	3/4	2	1	0																64
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1355										377		64
66	66	196	196	0.0	1/4	1/4	Spanner	3/4	2	1	0																
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1356												
66	66	197	197	0.0	1/2	1/2	Spanner	3/4	2	1	0																65
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1357										378		65
66	66	195	195	0.0	0	0	Dynamic	3/4	3	1	0					f											
66	66	195	195	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	1358										379		
66	66	781/4	781/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	1359												
66	66	391/2	391/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	1360										380		
66	66	783/4	783/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1361												
66	66	196	196	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	1362										381		
66	66	785/4	785/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	1363										381		
66	66	393/2	393/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	1364										381		
66	66	787/4	787/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1365												
66	66	197	197	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	1366										382		
66	66	789/4	789/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	1367												
66	66	395/2	395/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	1368										383		
66	66	791/4	791/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1369												
66	66	195	195	0.0	0	0	Dynamic	3/4	4	1	0					f											
66	66	195	195	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	1370										384		
66	66	781/4	781/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	1371												
66	66	391/2	391/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	1372										385		
66	66	783/4	783/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	1373												
66	66	196	196	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	1374										386		
66	66	785/4	785/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	1375										386		
66	66	393/2	393/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	1376										386		
66	66	787/4	787/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	1377												
66	66	197	197	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	1378										387		
66	66	789/4	789/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	1379												
66	66	395/2	395/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	1380										388		
66	66	791/4	791/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	1381												
67	67	198	198	0.0	0	0	Spanner	3/4	1	1	0																
67	67	198	198	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1382												
67	67	199	199	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf											
67	67	199	199	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1383										389		
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1384												
67	67	198	198	0.0	0	0	Spanner	3/4	2	1	0																
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1385												
67	67	199	199	0.0	1/4	1/4	Dynamic	3/4	2	1	0					sf											
67	67	199	199	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1386										390		
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1387												
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1388												
67	67	199	199	0.0	1/4	1/4	Spanner	3/4	2	2	0																66
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1389												66
67	67	200	200	0.0	1/2	1/2	Spanner	3/4	2	2	0																
67	67	198	198	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	1390										391		
67	67	793/4	793/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	1391										391		
67	67	397/2	397/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	1392										391		
67	67	795/4	795/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1393												
67	67	199	199	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	1394										392		
67	67	797/4	797/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	1395												
67	67	399/2	399/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	1396										393		
67	67	799/4	799/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1397												
67	67	200	200	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	1398										394		
67	67	801/4	801/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	1399												
67	67	401/2	401/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	1400		articStaccatoAbove										
67	67	803/4	803/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1401		articStaccatoAbove										
67	67	198	198	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	1402										395		
67	67	793/4	793/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	1403										395		
67	67	397/2	397/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	1404										395		
67	67	795/4	795/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	1405												
67	67	199	199	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	1406										396		
67	67	797/4	797/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	1407												
67	67	399/2	399/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	1408										397		
67	67	799/4	799/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	1409												
67	67	200	200	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	1410										398		
67	67	801/4	801/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	1411												
67	67	401/2	401/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	1412		articStaccatoAbove										
67	67	803/4	803/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	1413		articStaccatoAbove										
68	68	201	201	0.0	0	0	Dynamic	3/4	1	1	0					ff											
68	68	201	201	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1414										399		
68	68	805/4	805/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1415												
68	68	403/2	403/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1416										400		
68	68	807/4	807/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1417												
68	68	202	202	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1418										401		
68	68	809/4	809/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1419												
68	68	405/2	405/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1420										402		
68	68	811/4	811/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1421												
68	68	203	203	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1422										403		
68	68	813/4	813/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1423												
68	68	407/2	407/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1424										404		
68	68	815/4	815/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1425												
68	68	201	201	0.0	0	0	Dynamic	3/4	2	1	0					ff											
68	68	201	201	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1426										405		
68	68	805/4	805/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1427												
68	68	403/2	403/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1428										406		
68	68	807/4	807/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1429												
68	68	202	202	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1430										407		
68	68	809/4	809/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1431												
68	68	405/2	405/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1432										408		
68	68	811/4	811/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1433												
68	68	203	203	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1434										409		
68	68	813/4	813/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1435												
68	68	407/2	407/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1436										410		
68	68	815/4	815/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1437												
68	68	201	201	0.0	0	0	Dynamic	3/4	3	1	0					ff											
68	68	201	201	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	1438										411		
68	68	805/4	805/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	1439												
68	68	403/2	403/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	1440										412		
68	68	807/4	807/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1441												
68	68	202	202	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	1442										413		
68	68	809/4	809/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	1443												
68	68	405/2	405/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	1444		articStaccatoAbove										
68	68	811/4	811/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1445		articStaccatoAbove										
68	68	203	203	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	1446										414		
68	68	813/4	813/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	1447												
68	68	407/2	407/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	1448										415		
68	68	815/4	815/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1449												
68	68	201	201	0.0	0	0	Dynamic	3/4	4	1	0					ff											
68	68	201	201	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1450										416		
68	68	202	202	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1451												
68	68	203	203	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1452										417		
69	69	204	204	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1453										418		
69	69	817/4	817/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1454												
69	69	409/2	409/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1455										419		
69	69	819/4	819/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1456												
69	69	205	205	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1457										420		
69	69	821/4	821/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1458												
69	69	411/2	411/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1459										421		
69	69	823/4	823/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1460												
69	69	206	206	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1461										422		
69	69	825/4	825/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1462												
69	69	413/2	413/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1463										423		
69	69	827/4	827/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1464												
69	69	204	204	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1465										424		
69	69	817/4	817/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1466												
69	69	409/2	409/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1467										425		
69	69	819/4	819/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1468												
69	69	205	205	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1469										426		
69	69	821/4	821/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1470												
69	69	411/2	411/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1471										427		
69	69	823/4	823/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1472												
69	69	206	206	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1473										428		
69	69	825/4	825/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1474												
69	69	413/2	413/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1475										429		
69	69	827/4	827/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1476												
69	69	204	204	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	1477										430		
69	69	817/4	817/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	1478												
69	69	409/2	409/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	1479										431		
69	69	819/4	819/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1480												
69	69	205	205	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	1481										432		
69	69	821/4	821/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	1482												
69	69	411/2	411/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	1483										433		
69	69	823/4	823/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1484												
69	69	206	206	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	1485										434		
69	69	825/4	825/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	1486												
69	69	413/2	413/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	1487										435		
69	69	827/4	827/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1488												
69	69	204	204	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1489												
69	69	205	205	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1490										436		
69	69	206	206	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1491												
70	70	207	207	0.0	0	0	Dynamic	3/4	1	1	0					ff											
70	70	207	207	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1492										437		
70	70	829/4	829/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1493												
70	70	415/2	415/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1494										438		
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1495												
70	70	208	208	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1496										439		
70	70	833/4	833/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1497										439		
70	70	417/2	417/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1498										439		
70	70	835/4	835/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1499												
70	70	209	209	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1500										440		
70	70	837/4	837/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1501												
70	70	419/2	419/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1502										441		
70	70	839/4	839/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1503												
70	70	207	207	0.0	0	0	Dynamic	3/4	2	1	0					ff											
70	70	207	207	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1504										442		
70	70	829/4	829/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1505												
70	70	415/2	415/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1506										443		
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1507												
70	70	208	208	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1508										444		
70	70	833/4	833/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1509										444		
70	70	417/2	417/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1510										444		
70	70	835/4	835/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1511												
70	70	209	209	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1512										445		
70	70	837/4	837/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1513												
70	70	419/2	419/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1514										446		
70	70	839/4	839/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1515												
70	70	207	207	0.0	0	0	Dynamic	3/4	3	1	0					ff											
70	70	207	207	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	1516										447		
70	70	829/4	829/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	1517												
70	70	415/2	415/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	1518										448		
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1519												
70	70	208	208	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	1520										449		
70	70	833/4	833/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	1521												
70	70	417/2	417/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	1522										450		
70	70	835/4	835/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1523												
70	70	209	209	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	1524										451		
70	70	837/4	837/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	1525												
70	70	419/2	419/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	1526										452		
70	70	839/4	839/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1527												
70	70	207	207	0.0	0	0	Dynamic	3/4	4	1	0					ff											
70	70	207	207	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	1528										453		
70	70	829/4	829/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	1529												
70	70	415/2	415/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	1530										454		
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	1531												
70	70	208	208	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	1532										455		
70	70	833/4	833/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	1533												
70	70	417/2	417/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	1534										456		
70	70	835/4	835/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	1535												
70	70	209	209	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	1536										457		
70	70	837/4	837/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	1537												
70	70	419/2	419/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	1538										458		
70	70	839/4	839/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	1539												
71	71	210	210	0.0	0	0	Spanner	3/4	1	1	0																67
71	71	210	210	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1540										459		67
71	71	841/4	841/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1541										459		67
71	71	421/2	421/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1542										459		67
71	71	843/4	843/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1543												67
71	71	211	211	0.0	1/4	1/4	StaffText	3/4	1	1	0							dim.									
71	71	211	211	0.0	1/4	1/4	Spanner	3/4	1	1	0																
71	71	211	211	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1544										460		
71	71	845/4	845/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1545												
71	71	423/2	423/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1546										461		
71	71	847/4	847/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1547												
71	71	212	212	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1548										462		
71	71	849/4	849/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1549										462		
71	71	425/2	425/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1550										462		
71	71	851/4	851/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1551												
71	71	210	210	0.0	0	0	Spanner	3/4	2	1	0																68
71	71	210	210	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1552										463		68
71	71	843/4	843/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1553												68
71	71	211	211	0.0	1/4	1/4	StaffText	3/4	2	1	0							dim.									
71	71	211	211	0.0	1/4	1/4	Spanner	3/4	2	1	0																
71	71	211	211	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1554										464		
71	71	845/4	845/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1555												
71	71	423/2	423/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1556										465		
71	71	847/4	847/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1557												
71	71	212	212	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1558										466		
71	71	849/4	849/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1559										466		
71	71	425/2	425/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1560										466		
71	71	851/4	851/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1561												
71	71	210	210	0.0	0	0	Spanner	3/4	3	1	0																69
71	71	210	210	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	1562										467		69
71	71	841/4	841/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	1563										467		69
71	71	421/2	421/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	1564										467		69
71	71	843/4	843/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1565												69
71	71	211	211	0.0	1/4	1/4	StaffText	3/4	3	1	0							dim.									
71	71	211	211	0.0	1/4	1/4	Spanner	3/4	3	1	0																
71	71	211	211	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	1566										468		
71	71	845/4	845/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	1567												
71	71	423/2	423/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	1568										469		
71	71	847/4	847/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1569												
71	71	212	212	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	1570										470		
71	71	849/4	849/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	1571												
71	71	425/2	425/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1572												
71	71	210	210	0.0	0	0	Spanner	3/4	4	1	0																70
71	71	210	210	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1573												70
71	71	211	211	0.0	1/4	1/4	StaffText	3/4	4	1	0							dim.									
71	71	211	211	0.0	1/4	1/4	Spanner	3/4	4	1	0																
71	71	211	211	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	1574										471		
71	71	845/4	845/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	1575												
71	71	423/2	423/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	1576										472		
71	71	847/4	847/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	1577												
71	71	212	212	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	1578										473		
71	71	849/4	849/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	1579												
71	71	425/2	425/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	1580										474		
71	71	851/4	851/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	1581												
72	72	213	213	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1582										475		
72	72	853/4	853/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1583												
72	72	427/2	427/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1584										476		
