mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_line	crescendo_hairpin	decrescendo_hairpin
382	382	2287/3	2287/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	2967									756				
382	382	2288/3	2288/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	2968													
382	382	763	763	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	2969		articStaccatoAbove											
382	382	2290/3	2290/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	2970		articStaccatoAbove											
382	382	2291/3	2291/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	2971		articStaccatoAbove											
382	382	762	762	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	2972									757				
382	382	763	763	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2973													
382	382	1527/2	1527/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2974													
382	382	762	762	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	2975									758				
382	382	763	763	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2976													
382	382	762	762	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	2977													
382	382	1527/2	1527/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2978													
383	383	764	764	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	2979									759				
383	383	2293/3	2293/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	2980									759				
383	383	2294/3	2294/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	2981													
383	383	765	765	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	2982		articStaccatoAbove											
383	383	2296/3	2296/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	2983		articStaccatoAbove											
383	383	2297/3	2297/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	2984		articStaccatoAbove											
383	383	764	764	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2985									760				
383	383	1529/2	1529/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	2986													
383	383	1531/2	1531/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2987													
383	383	764	764	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	2988													
383	383	1531/2	1531/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2989													
383	383	764	764	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	2990													
383	383	1531/2	1531/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2991													
384	384	766	766	0.0	0	0	Dynamic	2/4	1	1	0						other-dynamics												
384	384	766	766	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	2992									761				
384	384	2299/3	2299/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	2993									761				
384	384	2300/3	2300/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	2994													
384	384	767	767	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	2995													
384	384	2302/3	2302/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	2996													
384	384	2303/3	2303/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	2997													
384	384	766	766	0.0	0	0	Dynamic	2/4	2	1	0						other-dynamics												
384	384	766	766	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2998									762				
384	384	1533/2	1533/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	2999													
384	384	1535/2	1535/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3000													
384	384	766	766	0.0	0	0	Dynamic	2/4	3	1	0						other-dynamics												
384	384	766	766	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3001									763				
384	384	1533/2	1533/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3002													
384	384	1535/2	1535/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3003													
384	384	766	766	0.0	0	0	Dynamic	2/4	4	1	0						other-dynamics												
384	384	766	766	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	3004													
384	384	1535/2	1535/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3005													
385	385	768	768	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3006									764				
385	385	2305/3	2305/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3007									764				
385	385	2306/3	2306/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3008													
385	385	769	769	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3009													
385	385	2308/3	2308/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3010													
385	385	2309/3	2309/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3011													
385	385	768	768	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3012									765				
385	385	1537/2	1537/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3013													
385	385	1539/2	1539/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3014													
385	385	768	768	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3015									766				
385	385	1537/2	1537/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3016													
385	385	1539/2	1539/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3017													
385	385	768	768	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	3018													
385	385	1539/2	1539/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3019													
386	386	770	770	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3020									767				
386	386	2311/3	2311/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3021									767				
386	386	2312/3	2312/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3022													
386	386	771	771	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3023													
386	386	2314/3	2314/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3024													
386	386	2315/3	2315/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3025													
386	386	770	770	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3026									768				
386	386	1541/2	1541/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3027													
386	386	1543/2	1543/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3028													
386	386	770	770	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3029									769				
386	386	1541/2	1541/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3030													
386	386	1543/2	1543/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3031													
386	386	770	770	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	3032													
386	386	1543/2	1543/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3033													
387	387	772	772	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3034									770				
387	387	2317/3	2317/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3035									770				
387	387	2318/3	2318/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3036													
387	387	773	773	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3037													
387	387	2320/3	2320/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3038													
387	387	2321/3	2321/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3039													
387	387	772	772	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3040									771				
387	387	1545/2	1545/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3041													
387	387	1547/2	1547/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3042													
387	387	772	772	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3043									772				
387	387	1545/2	1545/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3044													
387	387	1547/2	1547/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3045													
387	387	772	772	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	3046													
387	387	1547/2	1547/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3047													
388	388	774	774	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3048		articStaccatoAbove											
388	388	2323/3	2323/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3049									773				
388	388	2324/3	2324/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3050									773				
388	388	775	775	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3051													
388	388	2326/3	2326/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3052													
388	388	2327/3	2327/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3053													
388	388	774	774	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3054									774				
388	388	1549/2	1549/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3055													
388	388	1551/2	1551/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3056													
388	388	774	774	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3057									775				
388	388	1549/2	1549/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3058													
388	388	1551/2	1551/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3059													
388	388	774	774	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	3060													
388	388	1551/2	1551/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3061													
389	389	776	776	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3062									776				
389	389	2329/3	2329/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3063									776				
389	389	2330/3	2330/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3064													
389	389	777	777	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3065									777				
389	389	2332/3	2332/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3066									777				
389	389	2333/3	2333/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3067													
389	389	776	776	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3068									778				
389	389	1553/2	1553/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3069													
389	389	1555/2	1555/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3070													
389	389	776	776	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3071									779				
389	389	1553/2	1553/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3072													
389	389	1555/2	1555/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3073													
389	389	776	776	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	3074													
389	389	1555/2	1555/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3075													
390	390	778	778	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3076									780				
390	390	2335/3	2335/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3077									780				
390	390	2336/3	2336/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3078													
390	390	779	779	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3079									781				
390	390	2338/3	2338/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3080									781				
390	390	2339/3	2339/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3081													
390	390	778	778	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3082									782				
390	390	1557/2	1557/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3083													
390	390	1559/2	1559/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3084													
390	390	778	778	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3085									783				
390	390	1557/2	1557/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3086													
390	390	1559/2	1559/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3087													
390	390	778	778	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	3088													
390	390	1559/2	1559/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3089													
391	391	780	780	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3090									784				
391	391	2341/3	2341/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3091									784				
391	391	2342/3	2342/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3092													
391	391	781	781	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3093													
391	391	2344/3	2344/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3094													
391	391	2345/3	2345/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3095													
391	391	780	780	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3096									785				
391	391	1561/2	1561/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3097													
391	391	1563/2	1563/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3098													
391	391	780	780	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3099									786				
391	391	1561/2	1561/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3100													
391	391	1563/2	1563/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3101													
391	391	780	780	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	3102									787				
391	391	1561/2	1561/2	1.0	1/8	1/8	Chord	2/4	4	1	1/4			1/4	1	3103													
391	391	1563/2	1563/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3104													
392	392	782	782	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3105									788				
392	392	2347/3	2347/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3106									788				
392	392	2348/3	2348/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3107													
392	392	783	783	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3108													
392	392	2350/3	2350/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3109													
392	392	2351/3	2351/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3110													
392	392	782	782	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3111									789				
392	392	1565/2	1565/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3112													
392	392	1567/2	1567/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3113													
392	392	782	782	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3114									790				
392	392	1565/2	1565/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3115													
392	392	1567/2	1567/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3116													
392	392	782	782	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	3117									791				
392	392	1565/2	1565/2	1.0	1/8	1/8	Chord	2/4	4	1	1/4			1/4	1	3118													
392	392	1567/2	1567/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3119													
393	393	784	784	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3120									792				
393	393	2353/3	2353/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3121									792				
393	393	2354/3	2354/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3122													
393	393	785	785	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3123													
393	393	2356/3	2356/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3124													
393	393	2357/3	2357/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3125													
393	393	784	784	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3126									793				
393	393	1569/2	1569/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3127													
393	393	1571/2	1571/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3128													
393	393	784	784	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3129									794				
393	393	1569/2	1569/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3130													
393	393	1571/2	1571/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3131													
393	393	784	784	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	3132									795				
393	393	1569/2	1569/2	1.0	1/8	1/8	Chord	2/4	4	1	1/4			1/4	1	3133													
393	393	1571/2	1571/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3134													
394	394	786	786	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3135									796				
394	394	2359/3	2359/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3136									796				
394	394	2360/3	2360/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3137													
394	394	787	787	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3138													
394	394	2362/3	2362/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3139													
394	394	2363/3	2363/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3140													
394	394	786	786	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3141									797				
394	394	1573/2	1573/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	3142													
394	394	1575/2	1575/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	3143													
394	394	786	786	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	3144									798				
394	394	1573/2	1573/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	3145													
394	394	1575/2	1575/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	3146													
394	394	786	786	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	3147									799				
394	394	1573/2	1573/2	1.0	1/8	1/8	Chord	2/4	4	1	1/4			1/4	1	3148													
394	394	1575/2	1575/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	3149													
395	395	788	788	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3150		articStaccatoAbove											
395	395	2365/3	2365/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3151		articStaccatoAbove											
395	395	2366/3	2366/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3152		articStaccatoAbove											
395	395	789	789	0.0	1/4	1/4	Dynamic	2/4	1	1	0						ff												
395	395	789	789	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3153													
395	395	2368/3	2368/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3154													
395	395	2369/3	2369/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3155													
395	395	788	788	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	3156													
395	395	789	789	0.0	1/4	1/4	Dynamic	2/4	2	1	0						ff												
395	395	789	789	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12			1/8	2/3	3157													
395	395	2368/3	2368/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12			1/8	2/3	3158													
395	395	2369/3	2369/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12			1/8	2/3	3159													
395	395	788	788	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	3160													
395	395	789	789	0.0	1/4	1/4	Dynamic	2/4	3	1	0						ff												
395	395	789	789	0.3333333333333333	1/4	1/4	Chord	2/4	3	1	1/12			1/8	2/3	3161													
395	395	2368/3	2368/3	0.3333333333333333	1/3	1/3	Chord	2/4	3	1	1/12			1/8	2/3	3162													
395	395	2369/3	2369/3	0.3333333333333333	5/12	5/12	Chord	2/4	3	1	1/12			1/8	2/3	3163													
395	395	788	788	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	3164													
395	395	789	789	0.0	1/4	1/4	Dynamic	2/4	4	1	0						ff												
395	395	789	789	0.3333333333333333	1/4	1/4	Chord	2/4	4	1	1/12			1/8	2/3	3165													
395	395	2368/3	2368/3	0.3333333333333333	1/3	1/3	Chord	2/4	4	1	1/12			1/8	2/3	3166													
395	395	2369/3	2369/3	0.3333333333333333	5/12	5/12	Chord	2/4	4	1	1/12			1/8	2/3	3167													
396	396	790	790	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3168													
396	396	2371/3	2371/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3169													
396	396	2372/3	2372/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3170													
396	396	791	791	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3171													
396	396	2374/3	2374/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3172													
396	396	2375/3	2375/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3173													
396	396	790	790	0.3333333333333333	0	0	Chord	2/4	2	1	1/12			1/8	2/3	3174													
396	396	2371/3	2371/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12			1/8	2/3	3175													
396	396	2372/3	2372/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12			1/8	2/3	3176													
396	396	791	791	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12			1/8	2/3	3177													
396	396	2374/3	2374/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12			1/8	2/3	3178													
396	396	2375/3	2375/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12			1/8	2/3	3179													
396	396	790	790	0.3333333333333333	0	0	Chord	2/4	3	1	1/12			1/8	2/3	3180													
396	396	2371/3	2371/3	0.3333333333333333	1/12	1/12	Chord	2/4	3	1	1/12			1/8	2/3	3181													
396	396	2372/3	2372/3	0.3333333333333333	1/6	1/6	Chord	2/4	3	1	1/12			1/8	2/3	3182													
396	396	791	791	0.3333333333333333	1/4	1/4	Chord	2/4	3	1	1/12			1/8	2/3	3183													
396	396	2374/3	2374/3	0.3333333333333333	1/3	1/3	Chord	2/4	3	1	1/12			1/8	2/3	3184													
396	396	2375/3	2375/3	0.3333333333333333	5/12	5/12	Chord	2/4	3	1	1/12			1/8	2/3	3185													
396	396	790	790	0.3333333333333333	0	0	Chord	2/4	4	1	1/12			1/8	2/3	3186													
396	396	2371/3	2371/3	0.3333333333333333	1/12	1/12	Chord	2/4	4	1	1/12			1/8	2/3	3187													
396	396	2372/3	2372/3	0.3333333333333333	1/6	1/6	Chord	2/4	4	1	1/12			1/8	2/3	3188													
396	396	791	791	0.3333333333333333	1/4	1/4	Chord	2/4	4	1	1/12			1/8	2/3	3189													
396	396	2374/3	2374/3	0.3333333333333333	1/3	1/3	Chord	2/4	4	1	1/12			1/8	2/3	3190													
396	396	2375/3	2375/3	0.3333333333333333	5/12	5/12	Chord	2/4	4	1	1/12			1/8	2/3	3191													
397	397	792	792	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3192													
397	397	2377/3	2377/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3193													
397	397	2378/3	2378/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	3194													
397	397	793	793	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	3195													
397	397	2380/3	2380/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	3196													
397	397	2381/3	2381/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3197													
397	397	792	792	0.3333333333333333	0	0	Chord	2/4	2	1	1/12			1/8	2/3	3198													
397	397	2377/3	2377/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12			1/8	2/3	3199													
397	397	2378/3	2378/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12			1/8	2/3	3200													
397	397	793	793	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12			1/8	2/3	3201													
397	397	2380/3	2380/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12			1/8	2/3	3202													
397	397	2381/3	2381/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12			1/8	2/3	3203													
397	397	792	792	0.3333333333333333	0	0	Chord	2/4	3	1	1/12			1/8	2/3	3204													
397	397	2377/3	2377/3	0.3333333333333333	1/12	1/12	Chord	2/4	3	1	1/12			1/8	2/3	3205													
397	397	2378/3	2378/3	0.3333333333333333	1/6	1/6	Chord	2/4	3	1	1/12			1/8	2/3	3206													
397	397	793	793	0.3333333333333333	1/4	1/4	Chord	2/4	3	1	1/12			1/8	2/3	3207													
397	397	2380/3	2380/3	0.3333333333333333	1/3	1/3	Chord	2/4	3	1	1/12			1/8	2/3	3208													
397	397	2381/3	2381/3	0.3333333333333333	5/12	5/12	Chord	2/4	3	1	1/12			1/8	2/3	3209													
397	397	792	792	0.3333333333333333	0	0	Chord	2/4	4	1	1/12			1/8	2/3	3210													
397	397	2377/3	2377/3	0.3333333333333333	1/12	1/12	Chord	2/4	4	1	1/12			1/8	2/3	3211													
397	397	2378/3	2378/3	0.3333333333333333	1/6	1/6	Chord	2/4	4	1	1/12			1/8	2/3	3212													
397	397	793	793	0.3333333333333333	1/4	1/4	Chord	2/4	4	1	1/12			1/8	2/3	3213													
397	397	2380/3	2380/3	0.3333333333333333	1/3	1/3	Chord	2/4	4	1	1/12			1/8	2/3	3214													
397	397	2381/3	2381/3	0.3333333333333333	5/12	5/12	Chord	2/4	4	1	1/12			1/8	2/3	3215													
398	398	794	794	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	3216													
398	398	2383/3	2383/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	3217													
