mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin	TextLine	TextLine_accelerando poco a poco
192	192	2294/3	2294/3	0.3333333333333333	1/6	1/6	Chord	2/2	4	1	1/12		1/8	2/3	2796		articStaccatoAbove													
192	192	765	765	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	2797															
192	192	766	766	0.3333333333333333	1/2	1/2	Chord	2/2	4	1	1/12		1/8	2/3	2798									379						
192	192	2299/3	2299/3	0.3333333333333333	7/12	7/12	Chord	2/2	4	1	1/12		1/8	2/3	2799															
192	192	2300/3	2300/3	0.3333333333333333	2/3	2/3	Chord	2/2	4	1	1/12		1/8	2/3	2800		articStaccatoAbove													
192	192	767	767	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2801															
193	193	768	768	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	2802															
193	193	769	769	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	2803									380						
193	193	2308/3	2308/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	2804															
193	193	2309/3	2309/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	2805		articStaccatoAbove													
193	193	770	770	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2806															
193	193	771	771	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	2807									381						
193	193	2314/3	2314/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	2808															
193	193	2315/3	2315/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	2809		articStaccatoAbove													
193	193	768	768	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	2810															
193	193	769	769	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2811									382						
193	193	2308/3	2308/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2812															
193	193	2309/3	2309/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2813		articStaccatoAbove													
193	193	770	770	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2814															
193	193	771	771	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	2815									383						
193	193	2314/3	2314/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	2816															
193	193	2315/3	2315/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	2817		articStaccatoAbove													
193	193	768	768	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	2818									384						
193	193	2305/3	2305/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	2819															
193	193	2306/3	2306/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	2820		articStaccatoAbove													
193	193	769	769	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	2821															
193	193	770	770	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	2822									385						
193	193	2311/3	2311/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	2823															
193	193	2312/3	2312/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	2824		articStaccatoAbove													
193	193	771	771	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2825															
193	193	768	768	0.3333333333333333	0	0	Chord	2/2	4	1	1/12		1/8	2/3	2826									386						
193	193	2305/3	2305/3	0.3333333333333333	1/12	1/12	Chord	2/2	4	1	1/12		1/8	2/3	2827															
193	193	2306/3	2306/3	0.3333333333333333	1/6	1/6	Chord	2/2	4	1	1/12		1/8	2/3	2828		articStaccatoAbove													
193	193	769	769	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	2829															
193	193	770	770	0.3333333333333333	1/2	1/2	Chord	2/2	4	1	1/12		1/8	2/3	2830									387						
193	193	2311/3	2311/3	0.3333333333333333	7/12	7/12	Chord	2/2	4	1	1/12		1/8	2/3	2831															
193	193	2312/3	2312/3	0.3333333333333333	2/3	2/3	Chord	2/2	4	1	1/12		1/8	2/3	2832		articStaccatoAbove													
193	193	771	771	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2833															
194	194	772	772	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	2834															
194	194	773	773	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	2835									388						
194	194	2320/3	2320/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	2836															
194	194	2321/3	2321/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	2837		articStaccatoAbove													
194	194	774	774	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2838															
194	194	775	775	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	2839									389						
194	194	2326/3	2326/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	2840															
194	194	2327/3	2327/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	2841		articStaccatoAbove													
194	194	772	772	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	2842															
194	194	773	773	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2843									390						
194	194	2320/3	2320/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2844															
194	194	2321/3	2321/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2845		articStaccatoBelow													
194	194	774	774	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2846															
194	194	775	775	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	2847									391						
194	194	2326/3	2326/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	2848															
194	194	2327/3	2327/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	2849		articStaccatoBelow													
194	194	772	772	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	2850									392						
194	194	2317/3	2317/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	2851															
194	194	2318/3	2318/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	2852		articStaccatoAbove													
194	194	773	773	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	2853															
194	194	774	774	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	2854									393						
194	194	2323/3	2323/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	2855															
194	194	2324/3	2324/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	2856		articStaccatoBelow													
194	194	775	775	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2857															
194	194	772	772	0.3333333333333333	0	0	Chord	2/2	4	1	1/12		1/8	2/3	2858									394						
194	194	2317/3	2317/3	0.3333333333333333	1/12	1/12	Chord	2/2	4	1	1/12		1/8	2/3	2859															
194	194	2318/3	2318/3	0.3333333333333333	1/6	1/6	Chord	2/2	4	1	1/12		1/8	2/3	2860		articStaccatoAbove													
194	194	773	773	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	2861															
195	195	776	776	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	2862															
195	195	777	777	0.0	1/4	1/4	Spanner	2/2	1	1	0															4				
195	195	777	777	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	2863									395		4				
195	195	2332/3	2332/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	2864											4				
195	195	2333/3	2333/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	2865		articStaccatoAbove									4				
195	195	778	778	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2866											4				
195	195	779	779	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	2867									396		4				
195	195	2338/3	2338/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	2868											4				
195	195	2339/3	2339/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	2869		articStaccatoAbove									4				
195	195	776	776	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	2870															
195	195	777	777	0.0	1/4	1/4	Spanner	2/2	2	1	0															5				
195	195	777	777	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2871									397		5				
195	195	2332/3	2332/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2872											5				
195	195	2333/3	2333/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2873		articStaccatoBelow									5				
195	195	778	778	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2874											5				
195	195	779	779	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	2875									398		5				
195	195	2338/3	2338/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	2876											5				
195	195	2339/3	2339/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	2877		articStaccatoBelow									5				
195	195	776	776	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	2878									399						
195	195	2329/3	2329/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	2879															
195	195	2330/3	2330/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	2880		articStaccatoBelow													
195	195	777	777	0.0	1/4	1/4	Spanner	2/2	3	1	0															6				
195	195	777	777	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	2881											6				
195	195	778	778	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	2882									400		6				
195	195	2335/3	2335/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	2883											6				
195	195	2336/3	2336/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	2884		articStaccatoBelow									6				
195	195	779	779	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2885											6				
196	196	780	780	0.0	0	0	Dynamic	2/2	1	1	0					p														
196	196	780	780	0.0	0	0	Spanner	2/2	1	1	0																			
196	196	780	780	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	2886															
196	196	781	781	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	2887									401						
196	196	2344/3	2344/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	2888															
196	196	2345/3	2345/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	2889															
196	196	782	782	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2890															
196	196	783	783	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	2891									402						
196	196	2350/3	2350/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	2892															
196	196	2351/3	2351/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	2893															
196	196	780	780	0.0	0	0	Dynamic	2/2	2	1	0					p														
196	196	780	780	0.0	0	0	Spanner	2/2	2	1	0																			
196	196	780	780	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	2894															
196	196	781	781	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2895									403						
196	196	2344/3	2344/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2896															
196	196	2345/3	2345/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2897															
196	196	782	782	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2898															
196	196	783	783	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	2899									404						
196	196	2350/3	2350/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	2900															
196	196	2351/3	2351/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	2901															
196	196	780	780	0.0	0	0	Dynamic	2/2	3	1	0					p														
196	196	780	780	0.0	0	0	Spanner	2/2	3	1	0																			
196	196	780	780	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	2902									405						
196	196	2341/3	2341/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	2903															
196	196	2342/3	2342/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	2904															
196	196	781	781	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	2905															
196	196	782	782	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	2906									406						
196	196	2347/3	2347/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	2907															
196	196	2348/3	2348/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	2908															
196	196	783	783	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2909															
196	196	780	780	0.0	0	0	Dynamic	2/2	4	1	0					p														
196	196	780	780	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	2910									407						
196	196	782	782	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	2911									407						
197	197	784	784	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	2912															
197	197	785	785	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	2913									408						
197	197	2356/3	2356/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	2914															
197	197	2357/3	2357/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	2915															
197	197	786	786	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2916															
197	197	787	787	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	2917									409						
197	197	2362/3	2362/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	2918															
197	197	2363/3	2363/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	2919															
197	197	784	784	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	2920															
197	197	785	785	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2921									410						
197	197	2356/3	2356/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2922															
197	197	2357/3	2357/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2923															
197	197	786	786	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2924															
197	197	787	787	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	2925									411						
197	197	2362/3	2362/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	2926															
197	197	2363/3	2363/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	2927															
197	197	784	784	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	2928									412						
197	197	2353/3	2353/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	2929															
197	197	2354/3	2354/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	2930															
197	197	785	785	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	2931															
197	197	786	786	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	2932									413						
197	197	2359/3	2359/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	2933															
197	197	2360/3	2360/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	2934															
197	197	787	787	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2935															
197	197	784	784	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	2936									407						
197	197	786	786	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	2937															
198	198	788	788	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	2938															
198	198	789	789	0.0	1/4	1/4	Spanner	2/2	1	1	0																68			
198	198	789	789	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	2939									414			68			
198	198	2368/3	2368/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	2940												68			
198	198	2369/3	2369/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	2941												68			
198	198	790	790	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2942												68			
198	198	791	791	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	2943									415			68			
198	198	2374/3	2374/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	2944												68			
198	198	2375/3	2375/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	2945												68			
198	198	788	788	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	2946															
198	198	789	789	0.0	1/4	1/4	Spanner	2/2	2	1	0																69			
198	198	789	789	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2947									416			69			
198	198	2368/3	2368/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2948												69			
198	198	2369/3	2369/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2949												69			
198	198	790	790	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2950												69			
198	198	791	791	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	2951									417			69			
198	198	2374/3	2374/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	2952												69			
198	198	2375/3	2375/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	2953												69			
198	198	788	788	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	2954									418						
198	198	2365/3	2365/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	2955															
198	198	2366/3	2366/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	2956															
198	198	789	789	0.0	1/4	1/4	Spanner	2/2	3	1	0																70			
198	198	789	789	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	2957												70			
198	198	790	790	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	2958									419			70			
198	198	2371/3	2371/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	2959												70			
198	198	2372/3	2372/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	2960												70			
198	198	791	791	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2961												70			
198	198	788	788	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	2962									420						
198	198	789	789	0.0	1/4	1/4	Spanner	2/2	4	1	0													420			71			
198	198	790	790	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	2963									420			71			
199	199	792	792	0.0	0	0	Spanner	2/2	1	1	0																			
199	199	792	792	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	2964															
199	199	793	793	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	2965									421						
199	199	2380/3	2380/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	2966															
199	199	2381/3	2381/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	2967															
199	199	794	794	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2968															
199	199	795	795	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	2969									422						
199	199	2386/3	2386/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	2970															
199	199	2387/3	2387/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	2971															
199	199	792	792	0.0	0	0	Spanner	2/2	2	1	0																			
199	199	792	792	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	2972															
199	199	793	793	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2973									423						
199	199	2380/3	2380/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2974															
199	199	2381/3	2381/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2975															
199	199	794	794	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2976															
199	199	795	795	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	2977									424						
199	199	2386/3	2386/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	2978															
199	199	2387/3	2387/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	2979															
199	199	792	792	0.0	0	0	Spanner	2/2	3	1	0																			
199	199	792	792	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	2980									425						
199	199	2377/3	2377/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	2981															
199	199	2378/3	2378/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	2982															
199	199	793	793	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	2983															
199	199	794	794	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	2984									426						
199	199	2383/3	2383/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	2985															
199	199	2384/3	2384/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	2986															
199	199	795	795	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2987															
199	199	792	792	0.0	0	0	Spanner	2/2	4	1	0																			
199	199	792	792	4.0	0	0	Chord	2/2	4	1	1		1	1	2988															
200	200	796	796	0.0	0	0	Dynamic	2/2	1	1	0					p														
200	200	796	796	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	2989															
200	200	797	797	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	2990									427						
200	200	2392/3	2392/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	2991															
200	200	2393/3	2393/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	2992															
200	200	798	798	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2993															
200	200	799	799	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	2994									428						
200	200	2398/3	2398/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	2995															
200	200	2399/3	2399/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	2996															
200	200	796	796	0.0	0	0	Dynamic	2/2	2	1	0					p														
200	200	796	796	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	2997															
200	200	797	797	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2998									429						
200	200	2392/3	2392/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2999															
200	200	2393/3	2393/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	3000															
200	200	798	798	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	3001															
200	200	799	799	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	3002									430						
200	200	2398/3	2398/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	3003															
200	200	2399/3	2399/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	3004															
200	200	796	796	0.0	0	0	Dynamic	2/2	3	1	0					p														
200	200	796	796	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3005									431						
200	200	2389/3	2389/3	0.3333333333333333	1/12	1/12	Chord	2/2	3	1	1/12		1/8	2/3	3006															
200	200	2390/3	2390/3	0.3333333333333333	1/6	1/6	Chord	2/2	3	1	1/12		1/8	2/3	3007															
200	200	797	797	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3008															
200	200	798	798	0.3333333333333333	1/2	1/2	Chord	2/2	3	1	1/12		1/8	2/3	3009									432						
200	200	2395/3	2395/3	0.3333333333333333	7/12	7/12	Chord	2/2	3	1	1/12		1/8	2/3	3010															
200	200	2396/3	2396/3	0.3333333333333333	2/3	2/3	Chord	2/2	3	1	1/12		1/8	2/3	3011															
200	200	799	799	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	3012															
200	200	796	796	0.0	0	0	Dynamic	2/2	4	1	0					p														
200	200	796	796	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3013									433						
200	200	798	798	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3014									433						
201	201	800	800	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	3015															
201	201	801	801	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	3016									434						
201	201	2404/3	2404/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	3017															
201	201	2405/3	2405/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	3018															
201	201	802	802	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	3019															
201	201	803	803	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	3020									435						
201	201	2410/3	2410/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	3021															
201	201	2411/3	2411/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	3022															
201	201	800	800	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3023															
201	201	801	801	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	3024									436						
201	201	2404/3	2404/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	3025															
201	201	2405/3	2405/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	3026															
201	201	802	802	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	3027															
201	201	803	803	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	3028									437						
201	201	2410/3	2410/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	3029															
201	201	2411/3	2411/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	3030															
201	201	800	800	0.3333333333333333	0	0	Chord	2/2	3	1	1/12		1/8	2/3	3031									438						
