mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
171	171	1020	1020	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	2821											
172	172	1026	1026	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	2822									521		
172	172	2053/2	2053/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	2823									521		
172	172	1027	1027	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	2824											
172	172	2055/2	2055/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	2825		articStaccatoAbove									
172	172	1028	1028	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	2826		articStaccatoAbove									
172	172	2057/2	2057/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	2827		articStaccatoAbove									
172	172	1029	1029	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	2828											
172	172	2061/2	2061/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	2829		articStaccatoAbove									
172	172	1031	1031	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	2830		articStaccatoAbove									
172	172	2063/2	2063/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	2831		articStaccatoAbove									
172	172	1026	1026	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	2832											
172	172	2055/2	2055/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	2833		articStaccatoBelow									
172	172	1028	1028	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	2834		articStaccatoBelow									
172	172	2057/2	2057/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	2835		articStaccatoBelow									
172	172	1029	1029	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	2836									522		
172	172	2059/2	2059/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	2837									522		
172	172	1030	1030	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	2838											
172	172	2061/2	2061/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	2839		articStaccatoBelow									
172	172	1031	1031	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	2840		articStaccatoBelow									
172	172	2063/2	2063/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	2841		articStaccatoBelow									
173	173	1032	1032	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	2842									523		
173	173	2065/2	2065/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	2843									523		
173	173	1033	1033	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	2844											
173	173	2067/2	2067/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	2845		articStaccatoAbove									
173	173	1034	1034	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	2846		articStaccatoAbove									
173	173	2069/2	2069/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	2847		articStaccatoAbove									
173	173	1035	1035	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	2848											
173	173	1032	1032	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	2849											
173	173	2067/2	2067/2	0.0	3/8	3/8	Dynamic	12/8	3	1	0						pp										
173	173	2067/2	2067/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	2850		articStaccatoBelow									
173	173	1034	1034	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	2851		articStaccatoBelow									
173	173	2069/2	2069/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	2852		articStaccatoBelow									
173	173	1035	1035	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	2853									524		
173	173	2071/2	2071/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	2854									524		
173	173	1036	1036	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	2855											
173	173	2073/2	2073/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	2856		articStaccatoAbove									
173	173	1037	1037	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	2857		articStaccatoAbove									
173	173	2075/2	2075/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	2858		articStaccatoAbove									
174	174	1038	1038	0.0	0	0	Dynamic	12/8	1	1	0						pp										
174	174	1038	1038	3.0	0	0	Chord	12/8	1	1	3/4			1/2	3/2	2859											
174	174	1041	1041	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	2860		articStaccatoBelow									
174	174	2085/2	2085/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	2861		articStaccatoBelow									
174	174	1038	1038	0.0	0	0	Dynamic	12/8	2	1	0						pp										
174	174	1038	1038	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	2862											
174	174	1041	1041	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	2863		articStaccatoBelow									
174	174	2085/2	2085/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	2864		articStaccatoBelow									
174	174	1038	1038	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	2865											
174	174	1041	1041	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	2866		articStaccatoBelow									
174	174	2085/2	2085/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	2867		articStaccatoBelow									
174	174	2079/2	2079/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	2868											
174	174	1041	1041	1.0	3/4	3/4	Chord	12/8	4	1	1/4			1/4	1	2869											
174	174	2085/2	2085/2	1.0	9/8	9/8	Chord	12/8	4	1	1/4			1/4	1	2870											
175	175	1044	1044	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	2871		articStaccatoBelow									
175	175	2097/2	2097/2	0.0	9/8	9/8	Dynamic	12/8	1	1	0						pp										
175	175	2097/2	2097/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	2872		articStaccatoBelow									
175	175	1049	1049	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	2873		articStaccatoBelow									
175	175	2099/2	2099/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	2874		articStaccatoBelow									
175	175	1044	1044	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	2875		articStaccatoBelow									
175	175	2091/2	2091/2	0.0	3/8	3/8	Dynamic	12/8	2	1	0						pp										
175	175	2091/2	2091/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	2876		articStaccatoBelow									
175	175	1046	1046	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	2877		articStaccatoBelow									
175	175	2093/2	2093/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	2878		articStaccatoBelow									
175	175	1047	1047	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	2879									525		
175	175	2095/2	2095/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	2880									525		
175	175	1048	1048	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	2881											
175	175	2097/2	2097/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	2882		articStaccatoBelow									
175	175	1049	1049	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	2883		articStaccatoBelow									
175	175	2099/2	2099/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	2884		articStaccatoBelow									
175	175	1044	1044	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	2885		articStaccatoBelow									
175	175	1044	1044	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	2886											
176	176	1050	1050	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	2887									526		
176	176	2101/2	2101/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	2888									526		
176	176	1051	1051	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	2889											
176	176	2103/2	2103/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	2890		articStaccatoBelow									
176	176	1052	1052	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	2891		articStaccatoBelow									
176	176	2105/2	2105/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	2892		articStaccatoBelow									
176	176	1053	1053	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	2893											
176	176	2109/2	2109/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	2894		articStaccatoAbove									
176	176	1055	1055	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	2895		articStaccatoAbove									
176	176	2111/2	2111/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	2896		articStaccatoAbove									
176	176	1050	1050	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	2897											
176	176	2103/2	2103/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	2898		articStaccatoBelow									
176	176	1052	1052	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	2899		articStaccatoBelow									
176	176	2105/2	2105/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	2900		articStaccatoBelow									
176	176	1053	1053	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	2901									527		
176	176	2107/2	2107/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	2902									527		
176	176	1054	1054	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	2903											
176	176	2109/2	2109/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	2904		articStaccatoBelow									
176	176	1055	1055	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	2905		articStaccatoBelow									
176	176	2111/2	2111/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	2906		articStaccatoBelow									
177	177	1056	1056	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	2907									528		
177	177	2113/2	2113/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	2908									528		
177	177	1057	1057	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	2909											
177	177	2115/2	2115/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	2910											
177	177	1058	1058	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	2911											
177	177	2117/2	2117/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	2912											
177	177	1059	1059	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	2913											
177	177	1056	1056	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	2914											
177	177	2115/2	2115/2	0.0	3/8	3/8	Dynamic	12/8	3	1	0						pp										
177	177	2115/2	2115/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	2915											
177	177	1058	1058	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	2916											
177	177	2117/2	2117/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	2917											
177	177	1059	1059	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	2918									529		
177	177	2119/2	2119/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	2919									529		
177	177	1060	1060	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	2920											
177	177	2121/2	2121/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	2921											
177	177	1061	1061	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	2922											
177	177	2123/2	2123/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	2923											
178	178	1062	1062	0.0	0	0	Dynamic	12/8	1	1	0						pp										
178	178	1062	1062	3.0	0	0	Chord	12/8	1	1	3/4			1/2	3/2	2924											
178	178	1065	1065	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	2925		articStaccatoAbove									
178	178	2133/2	2133/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	2926		articStaccatoBelow									
178	178	1062	1062	0.0	0	0	Dynamic	12/8	2	1	0						pp										
178	178	1062	1062	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	2927											
178	178	1065	1065	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	2928		articStaccatoBelow									
178	178	2133/2	2133/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	2929		articStaccatoBelow									
178	178	1062	1062	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	2930											
178	178	1065	1065	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	2931		articStaccatoAbove									
178	178	2133/2	2133/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	2932		articStaccatoBelow									
178	178	2127/2	2127/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	2933											
178	178	1065	1065	1.0	3/4	3/4	Chord	12/8	4	1	1/4			1/4	1	2934											
178	178	2133/2	2133/2	1.0	9/8	9/8	Chord	12/8	4	1	1/4			1/4	1	2935											
179	179	1068	1068	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	2936		articStaccatoBelow									
179	179	1068	1068	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	2937		articStaccatoBelow									
179	179	2139/2	2139/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	2938											
179	179	1070	1070	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	2939											
179	179	2141/2	2141/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	2940											
179	179	1071	1071	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	2941									530		
179	179	2143/2	2143/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	2942									530		
179	179	1072	1072	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	2943											
179	179	2145/2	2145/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	2944											
179	179	1073	1073	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	2945											
179	179	2147/2	2147/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	2946											
179	179	1068	1068	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	2947		articStaccatoBelow									
179	179	2145/2	2145/2	0.0	9/8	9/8	Dynamic	12/8	3	1	0						p										
179	179	2145/2	2145/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	2948											
179	179	1073	1073	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	2949											
179	179	2147/2	2147/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	2950											
179	179	1068	1068	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	2951											
180	180	1074	1074	0.0	0	0	Dynamic	12/8	1	1	0						p										
180	180	1074	1074	3.0	0	0	Chord	12/8	1	1	3/4			1/2	3/2	2952		articAccentAbove							531		
180	180	1077	1077	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	2953		articStaccatoAbove									
180	180	2157/2	2157/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	2954		articStaccatoBelow									
180	180	1074	1074	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	2955											
180	180	2151/2	2151/2	0.0	3/8	3/8	Dynamic	12/8	2	1	0						p										
180	180	2151/2	2151/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	2956											
180	180	1076	1076	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	2957											
180	180	2153/2	2153/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	2958											
180	180	1077	1077	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	2959									532		
180	180	2155/2	2155/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	2960									532		
180	180	1078	1078	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	2961									532		
180	180	2157/2	2157/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	2962											
180	180	1074	1074	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	2963									533		
180	180	2149/2	2149/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	2964									533		
180	180	1075	1075	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	2965											
180	180	2151/2	2151/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	2966											
180	180	1076	1076	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	2967											
180	180	2153/2	2153/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	2968											
180	180	1077	1077	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	2969		articStaccatoAbove									
180	180	2157/2	2157/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	2970		articStaccatoAbove									
181	181	1080	1080	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	2971		articStaccatoAbove									
181	181	2163/2	2163/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	2972		articStaccatoBelow									
181	181	1083	1083	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	2973		articAccentAbove									
181	181	2169/2	2169/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	2974											
181	181	2171/2	2171/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	2975											
181	181	1080	1080	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	2976									534		
181	181	2161/2	2161/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	2977									534		
181	181	1081	1081	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	2978									534		
181	181	2163/2	2163/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	2979											
181	181	1083	1083	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	2980									535		
181	181	2167/2	2167/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	2981									535		
181	181	1084	1084	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	2982									535		
181	181	2169/2	2169/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	2983											
181	181	1080	1080	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	2984		articStaccatoAbove									
181	181	2163/2	2163/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	2985		articStaccatoAbove									
181	181	1083	1083	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	2986		articStaccatoAbove									
181	181	2169/2	2169/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	2987		articStaccatoAbove									
182	182	1086	1086	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	2988		articStaccatoAbove									
182	182	2175/2	2175/2	3.0	3/8	3/8	Chord	12/8	1	1	3/4			1/2	3/2	2989		articAccentAbove									
182	182	2181/2	2181/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	2990											
182	182	2175/2	2175/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	2991									536		
182	182	1088	1088	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	2992									536		
182	182	2177/2	2177/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	2993									536		
182	182	1089	1089	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	2994									536		
182	182	2179/2	2179/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	2995									536		
182	182	1090	1090	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	2996									536		
182	182	2181/2	2181/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	2997											
182	182	1086	1086	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	2998		articStaccatoAbove									
182	182	1086	1086	0.0	0	0	Dynamic	12/8	4	1	0						p										
182	182	1086	1086	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	2999		articAccentAbove							537		
182	182	1089	1089	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3000		articStaccatoAbove									
182	182	2181/2	2181/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3001		articStaccatoAbove									
183	183	1092	1092	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3002											
183	183	2187/2	2187/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	3003									538		
183	183	1095	1095	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	3004									538		
183	183	1096	1096	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	3005									538		
183	183	2193/2	2193/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	3006									538		
183	183	2195/2	2195/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	3007											
183	183	1092	1092	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	3008									539		
183	183	2185/2	2185/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	3009									539		
183	183	1093	1093	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	3010									539		
183	183	2187/2	2187/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	3011											
183	183	1095	1095	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	3012									540		
183	183	2191/2	2191/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	3013									540		
183	183	1096	1096	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	3014									540		
183	183	2193/2	2193/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4			1/4	1	3015											
183	183	1092	1092	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	3016		articStaccatoAbove									
183	183	2187/2	2187/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	3017		articStaccatoBelow									
183	183	1095	1095	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3018		articAccentAbove									
183	183	2193/2	2193/2	1.0	9/8	9/8	Chord	12/8	4	1	1/4			1/4	1	3019											
183	183	2195/2	2195/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	3020											
184	184	1098	1098	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	3021		articStaccatoAbove									
184	184	1098	1098	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	3022		articAccentAbove							541		
184	184	1101	1101	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3023		articStaccatoAbove									
184	184	2205/2	2205/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3024		articStaccatoBelow									
184	184	2199/2	2199/2	0.0	3/8	3/8	Dynamic	12/8	3	1	0						p										
184	184	2199/2	2199/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	3025											
184	184	1100	1100	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	3026											
184	184	2201/2	2201/2	0.0	5/8	5/8	StaffText	12/8	3	1	0								cresc.								
184	184	2201/2	2201/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	3027											
184	184	1101	1101	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	3028									542		
184	184	2203/2	2203/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	3029									542		
184	184	1102	1102	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	3030									542		
184	184	2205/2	2205/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	3031											
184	184	1098	1098	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	3032		articStaccatoAbove									
184	184	2199/2	2199/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	3033									543		
184	184	1101	1101	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3034									543		
184	184	2205/2	2205/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3035									543		
185	185	1104	1104	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3036		articStaccatoAbove									
185	185	2211/2	2211/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	3037		articStaccatoBelow									
185	185	1107	1107	0.0	3/4	3/4	StaffText	12/8	2	1	0								cresc.								
185	185	1107	1107	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3038		articAccentAbove									
185	185	2217/2	2217/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4			1/4	1	3039											
185	185	2219/2	2219/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	3040											
185	185	1104	1104	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	3041									544		
185	185	2209/2	2209/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	3042									544		
185	185	1105	1105	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	3043									544		
185	185	2211/2	2211/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	3044											
185	185	1107	1107	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	3045									545		
185	185	2215/2	2215/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	3046									545		
185	185	1108	1108	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	3047									545		
185	185	2217/2	2217/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	3048											
185	185	1104	1104	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	3049											
185	185	2211/2	2211/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	3050		articStaccatoAbove									
185	185	1107	1107	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3051		articStaccatoAbove									
185	185	2217/2	2217/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3052		articStaccatoAbove									
186	186	2223/2	2223/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	3053											
186	186	1112	1112	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	3054											
186	186	2225/2	2225/2	0.0	5/8	5/8	StaffText	12/8	1	1	0								cresc.								
186	186	2225/2	2225/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3055											
186	186	1113	1113	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	3056									546		
186	186	2227/2	2227/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	3057									546		
186	186	1114	1114	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	3058											
186	186	2229/2	2229/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	3059											
186	186	1115	1115	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	3060											
186	186	2231/2	2231/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	3061											
186	186	1110	1110	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	3062											
186	186	2229/2	2229/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3063		articStaccatoAbove									
186	186	1110	1110	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3064									547		
