mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin
157	155	2479/4	2479/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	3110												
157	155	620	620	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	3111									418			
157	155	2481/4	2481/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	3112									418			
157	155	1241/2	1241/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	3113									418			
157	155	2483/4	2483/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	3114												
157	155	617	617	0.25	0	0	Chord	4/4	3	1	1/16			1/16	1	3115									419			
157	155	2469/4	2469/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16			1/16	1	3116									419			
157	155	1235/2	1235/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16			1/16	1	3117									419			
157	155	2471/4	2471/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	3118									419			
157	155	618	618	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3119												
157	155	619	619	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3120												
157	155	620	620	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3121												
157	155	618	618	0.0	1/4	1/4	Dynamic	4/4	4	1	0						f											
157	155	618	618	0.25	1/4	1/4	Chord	4/4	4	1	1/16			1/16	1	3122									420			
157	155	2473/4	2473/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16			1/16	1	3123									420			
157	155	1237/2	1237/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16			1/16	1	3124									420			
157	155	2475/4	2475/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16			1/16	1	3125												
157	155	619	619	0.25	1/2	1/2	Chord	4/4	4	1	1/16			1/16	1	3126									421			
157	155	2477/4	2477/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16			1/16	1	3127									421			
157	155	1239/2	1239/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16			1/16	1	3128									421			
157	155	2479/4	2479/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16			1/16	1	3129												
157	155	620	620	0.25	3/4	3/4	Chord	4/4	4	1	1/16			1/16	1	3130									422			
157	155	2481/4	2481/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16			1/16	1	3131									422			
157	155	1241/2	1241/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16			1/16	1	3132									422			
157	155	2483/4	2483/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	3133												
158	156	621	621	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	3134												
158	156	622	622	0.0	1/4	1/4	Dynamic	4/4	1	1	0						f											
158	156	622	622	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	3135												
158	156	624	624	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3136												
158	156	621	621	0.0	0	0	Dynamic	4/4	2	1	0						f											
158	156	621	621	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	3137												
158	156	622	622	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	3138									423			
158	156	2489/4	2489/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	3139									423			
158	156	1245/2	1245/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	3140									423			
158	156	2491/4	2491/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	3141												
158	156	623	623	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	3142									424			
158	156	2493/4	2493/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	3143									424			
158	156	1247/2	1247/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	3144									424			
158	156	2495/4	2495/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	3145												
158	156	624	624	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	3146									425			
158	156	2497/4	2497/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	3147									425			
158	156	1249/2	1249/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	3148									425			
158	156	2499/4	2499/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	3149												
158	156	621	621	0.0	0	0	Dynamic	4/4	3	1	0						f											
158	156	621	621	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	3150												
158	156	623	623	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3151												
158	156	621	621	0.0	0	0	Dynamic	4/4	4	1	0						f											
158	156	621	621	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	3152		articStaccatoBelow										
158	156	622	622	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3153		articStaccatoBelow										
158	156	624	624	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3154		articStaccatoBelow										
159	157	625	625	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	3155												
159	157	626	626	0.0	1/4	1/4	Dynamic	4/4	1	1	0						sf											
159	157	626	626	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	3156												
159	157	628	628	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	3157												
159	157	2515/4	2515/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3158												
159	157	625	625	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3159												
159	157	626	626	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	3160									426			
159	157	2505/4	2505/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	3161									426			
159	157	1253/2	1253/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	3162									426			
159	157	2507/4	2507/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	3163												
159	157	627	627	0.0	1/2	1/2	StaffText	4/4	2	1	0								cresc.									
159	157	627	627	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	3164									427			
159	157	2509/4	2509/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	3165									427			
159	157	1255/2	1255/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	3166									427			
159	157	2511/4	2511/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	3167												
159	157	628	628	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	3168									428			
159	157	2513/4	2513/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	3169									428			
159	157	1257/2	1257/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	3170									428			
159	157	2515/4	2515/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	3171												
159	157	625	625	0.25	0	0	Chord	4/4	3	1	1/16			1/16	1	3172									429			
159	157	2501/4	2501/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16			1/16	1	3173									429			
159	157	1251/2	1251/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16			1/16	1	3174									429			
159	157	2503/4	2503/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	3175									429			
159	157	626	626	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	3176												
159	157	627	627	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3177												
159	157	625	625	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	3178		articStaccatoBelow										
159	157	626	626	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3179		articStaccatoBelow										
159	157	628	628	0.0	3/4	3/4	StaffText	4/4	4	1	0								cresc.									
159	157	628	628	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3180		articStaccatoBelow										
160	158	629	629	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	3181												
160	158	2519/4	2519/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3182												
160	158	630	630	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	3183												
160	158	2523/4	2523/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3184												
160	158	631	631	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	3185												
160	158	2527/4	2527/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3186												
160	158	632	632	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	3187												
160	158	2531/4	2531/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3188												
160	158	629	629	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	3189		articStaccatoBelow										
160	158	630	630	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3190		articStaccatoBelow										
160	158	631	631	0.0	1/2	1/2	Dynamic	4/4	2	1	0						sf											
160	158	631	631	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	3191									430			
160	158	2525/4	2525/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	3192									430			
160	158	1263/2	1263/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	3193									430			
160	158	2527/4	2527/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	3194									430			
160	158	632	632	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3195												
160	158	629	629	0.25	0	0	Chord	4/4	3	1	1/16			1/16	1	3196									431			
160	158	2517/4	2517/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16			1/16	1	3197									431			
160	158	1259/2	1259/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16			1/16	1	3198									431			
160	158	2519/4	2519/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	3199												
160	158	630	630	0.25	1/4	1/4	Chord	4/4	3	1	1/16			1/16	1	3200									432			
160	158	2521/4	2521/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16			1/16	1	3201									432			
160	158	1261/2	1261/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16			1/16	1	3202									432			
160	158	2523/4	2523/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	3203									432			
160	158	631	631	0.0	1/2	1/2	Dynamic	4/4	3	1	0						sf											
160	158	631	631	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3204												
160	158	632	632	0.25	3/4	3/4	Chord	4/4	3	1	1/16			1/16	1	3205									433			
160	158	2529/4	2529/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16			1/16	1	3206									433			
160	158	1265/2	1265/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16			1/16	1	3207									433			
160	158	2531/4	2531/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	3208									433			
160	158	629	629	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	3209		articStaccatoBelow										
160	158	630	630	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3210		articStaccatoBelow										
160	158	631	631	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3211		articStaccatoBelow										
160	158	632	632	0.25	3/4	3/4	Chord	4/4	4	1	1/16			1/16	1	3212									434			
160	158	2529/4	2529/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16			1/16	1	3213									434			
160	158	1265/2	1265/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16			1/16	1	3214									434			
160	158	2531/4	2531/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	3215									434			
161	159	633	633	0.0	0	0	StaffText	4/4	1	1	0								cresc.									
161	159	633	633	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	3216												
161	159	2535/4	2535/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3217												
161	159	634	634	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	3218												
161	159	2539/4	2539/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3219												
161	159	635	635	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	3220												
161	159	2543/4	2543/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3221												
161	159	636	636	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	3222												
161	159	2547/4	2547/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3223												
161	159	633	633	0.0	0	0	Dynamic	4/4	2	1	0						sf											
161	159	633	633	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	3224									435			
161	159	2533/4	2533/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	3225									435			
161	159	1267/2	1267/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	3226									435			
161	159	2535/4	2535/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	3227									435			
161	159	634	634	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3228												
161	159	635	635	0.0	1/2	1/2	Dynamic	4/4	2	1	0						sf											
161	159	635	635	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	3229									436			
161	159	2541/4	2541/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	3230									436			
161	159	1271/2	1271/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	3231									436			
161	159	2543/4	2543/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	3232									436			
161	159	636	636	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3233												
161	159	633	633	0.0	0	0	Dynamic	4/4	3	1	0						sf											
161	159	633	633	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	3234												
161	159	634	634	0.25	1/4	1/4	Chord	4/4	3	1	1/16			1/16	1	3235									437			
161	159	2537/4	2537/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16			1/16	1	3236									437			
161	159	1269/2	1269/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16			1/16	1	3237									437			
161	159	2539/4	2539/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	3238									437			
161	159	635	635	0.0	1/2	1/2	Dynamic	4/4	3	1	0						sf											
161	159	635	635	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3239												
161	159	636	636	0.25	3/4	3/4	Chord	4/4	3	1	1/16			1/16	1	3240									438			
161	159	2545/4	2545/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16			1/16	1	3241									438			
161	159	1273/2	1273/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16			1/16	1	3242									438			
161	159	2547/4	2547/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	3243									438			
161	159	633	633	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	3244		articStaccatoBelow										
161	159	634	634	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3245		articStaccatoBelow										
161	159	635	635	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3246		articStaccatoAbove										
161	159	636	636	0.25	3/4	3/4	Chord	4/4	4	1	1/16			1/16	1	3247									439			
161	159	2545/4	2545/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16			1/16	1	3248									439			
161	159	1273/2	1273/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16			1/16	1	3249									439			
161	159	2547/4	2547/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	3250									439			
162	160	637	637	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	3251		articAccentAbove										
162	160	2551/4	2551/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3252												
162	160	638	638	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	3253												
162	160	2555/4	2555/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3254												
162	160	639	639	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	3255		articAccentAbove										
162	160	2559/4	2559/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3256												
162	160	640	640	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	3257												
162	160	2563/4	2563/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3258												
162	160	637	637	0.0	0	0	Dynamic	4/4	2	1	0						other-dynamics											
162	160	637	637	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	3259									440			
162	160	2549/4	2549/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	3260									440			
162	160	1275/2	1275/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	3261									440			
162	160	2551/4	2551/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	3262									440			
162	160	638	638	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3263												
162	160	639	639	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	3264									441			
162	160	2557/4	2557/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	3265									441			
162	160	1279/2	1279/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	3266									441			
162	160	2559/4	2559/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	3267									441			
162	160	640	640	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3268												
162	160	637	637	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	3269												
162	160	638	638	0.0	1/4	1/4	Dynamic	4/4	3	1	0						other-dynamics											
162	160	638	638	0.25	1/4	1/4	Chord	4/4	3	1	1/16			1/16	1	3270									442			
162	160	2553/4	2553/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16			1/16	1	3271									442			
162	160	1277/2	1277/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16			1/16	1	3272									442			
162	160	2555/4	2555/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	3273									442			
162	160	639	639	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3274												
162	160	640	640	0.25	3/4	3/4	Chord	4/4	3	1	1/16			1/16	1	3275									443			
162	160	2561/4	2561/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16			1/16	1	3276									443			
162	160	1281/2	1281/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16			1/16	1	3277									443			
162	160	2563/4	2563/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	3278									443			
162	160	637	637	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	3279		articStaccatoAbove										
162	160	638	638	0.0	1/4	1/4	Dynamic	4/4	4	1	0						other-dynamics											
162	160	638	638	0.25	1/4	1/4	Chord	4/4	4	1	1/16			1/16	1	3280									444			
162	160	2553/4	2553/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16			1/16	1	3281									444			
162	160	1277/2	1277/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16			1/16	1	3282									444			
162	160	2555/4	2555/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16			1/16	1	3283									444			
162	160	639	639	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3284												
162	160	640	640	0.25	3/4	3/4	Chord	4/4	4	1	1/16			1/16	1	3285									445			
162	160	2561/4	2561/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16			1/16	1	3286									445			
162	160	1281/2	1281/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16			1/16	1	3287									445			
162	160	2563/4	2563/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	3288									445			
163	161	641	641	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	3289		articAccentAbove										
163	161	2567/4	2567/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3290												
163	161	642	642	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	3291		articAccentAbove										
163	161	2571/4	2571/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3292												
163	161	643	643	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	3293		articAccentAbove										
163	161	2575/4	2575/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3294												
163	161	644	644	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	3295		articAccentAbove										
163	161	2579/4	2579/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3296												
163	161	641	641	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	3297									446			
163	161	2565/4	2565/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	3298									446			
163	161	1283/2	1283/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	3299									446			
163	161	2567/4	2567/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	3300									446			
163	161	642	642	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3301												
163	161	643	643	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	3302									447			
163	161	2573/4	2573/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	3303									447			
163	161	1287/2	1287/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	3304									447			
163	161	2575/4	2575/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	3305									447			
163	161	644	644	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3306												
163	161	641	641	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	3307												
163	161	642	642	0.25	1/4	1/4	Chord	4/4	3	1	1/16			1/16	1	3308									448			
163	161	2569/4	2569/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16			1/16	1	3309									448			
163	161	1285/2	1285/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16			1/16	1	3310									448			
163	161	2571/4	2571/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	3311									448			
163	161	643	643	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3312												
163	161	644	644	0.25	3/4	3/4	Chord	4/4	3	1	1/16			1/16	1	3313									449			
163	161	2577/4	2577/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16			1/16	1	3314									449			
163	161	1289/2	1289/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16			1/16	1	3315									449			
163	161	2579/4	2579/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	3316												
163	161	641	641	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	3317												
163	161	642	642	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3318		articAccentAbove										
163	161	643	643	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3319		articAccentAbove										
163	161	644	644	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3320		articAccentAbove										
164	162	645	645	4.0	0	0	Chord	4/4	1	1	1			1	1	3321												
164	162	645	645	0.0	0	0	Dynamic	4/4	2	1	0						ff											
164	162	645	645	0.0	0	0	Dynamic	4/4	2	1	0						ff											
164	162	645	645	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	3322												
164	162	647	647	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	3323												
164	162	645	645	0.0	0	0	Dynamic	4/4	3	1	0						ff											
164	162	645	645	2.0	0	0	Chord	4/4	3	1	1/2		r8	1/2	1	3324												
164	162	647	647	2.0	1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	3325												
164	162	645	645	0.0	0	0	Dynamic	4/4	4	1	0						ff											
164	162	645	645	4.0	0	0	Chord	4/4	4	1	1			1	1	3326												
165	163	649	649	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	3327												
165	163	1299/2	1299/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0						p											
165	163	1299/2	1299/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	3328												
165	163	650	650	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	3329												
165	163	1301/2	1301/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	3330												
165	163	651	651	2.0	1/2	1/2	Chord	4/4	1	1	1/2		r8	1/2	1	3331												
165	163	649	649	0.0	0	0	Dynamic	4/4	2	1	0						p											
165	163	649	649	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3332												
165	163	1299/2	1299/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3333												
165	163	650	650	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3334												
165	163	1301/2	1301/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3335												
165	163	651	651	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	3336												
165	163	649	649	0.0	0	0	Dynamic	4/4	3	1	0						p											
165	163	649	649	4.0	0	0	Chord	4/4	3	1	1			1	1	3337												
165	163	649	649	0.0	0	0	Dynamic	4/4	4	1	0						p											
165	163	649	649	0.0	0	0	Spanner	4/4	4	1	0															38		
165	163	649	649	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	3338									450	38		
165	163	651	651	0.0	1/2	1/2	StaffText	4/4	4	1	0								dolce						450			
165	163	651	651	0.0	1/2	1/2	Spanner	4/4	4	1	0														450			
165	163	651	651	0.0	1/2	1/2	Spanner	4/4	4	1	0														450			13
165	163	651	651	1.5	1/2	1/2	Chord	4/4	4	1	3/8			1/4	3/2	3339									450			13
165	163	1305/2	1305/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	3340												13
166	164	653	653	2.0	0	0	Chord	4/4	1	1	1/2		r8	1/2	1	3341												
166	164	655	655	2.0	1/2	1/2	Chord	4/4	1	1	1/2		r8	1/2	1	3342												
166	164	653	653	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	3343												
166	164	655	655	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	3344												
166	164	653	653	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	3345												
166	164	654	654	0.0	1/4	1/4	Spanner	4/4	3	1	0															39		
166	164	654	654	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3346		articStaccatoBelow							451	39		
166	164	655	655	0.0	1/2	1/2	Spanner	4/4	3	1	0														451			
166	164	655	655	0.0	1/2	1/2	Spanner	4/4	3	1	0														451			14
166	164	655	655	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3347		articStaccatoBelow							451			14
166	164	656	656	0.0	3/4	3/4	Spanner	4/4	3	1	0																	
166	164	656	656	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3348		articStaccatoBelow										
166	164	653	653	0.0	0	0	Spanner	4/4	4	1	0																	
166	164	653	653	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	3349												
167	165	657	657	2.0	0	0	Chord	4/4	1	1	1/2		r8	1/2	1	3350												
167	165	659	659	2.0	1/2	1/2	Chord	4/4	1	1	1/2		r8	1/2	1	3351												
167	165	657	657	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	3352												
167	165	659	659	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	3353												
167	165	657	657	4.0	0	0	Chord	4/4	3	1	1			1	1	3354												
167	165	657	657	0.0	0	0	Spanner	4/4	4	1	0															40		
167	165	657	657	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	3355									452	40		
167	165	659	659	0.0	1/2	1/2	Spanner	4/4	4	1	0														452			
